1,1,1,2,1,NULL,NULL
2,1,1,2,2,NULL,NULL
3,1,2,2,3,NULL,NULL
4,1,2,2,4,NULL,NULL
5,1,3,2,5,NULL,NULL
6,1,3,2,6,NULL,NULL
7,1,4,2,7,NULL,NULL
8,2,5,2,8,NULL,NULL
9,2,5,2,9,NULL,NULL
10,2,5,2,10,NULL,NULL
11,2,5,2,11,NULL,NULL
12,2,5,2,12,NULL,NULL
13,2,6,2,13,NULL,NULL
14,2,6,2,14,NULL,NULL
15,2,6,2,15,NULL,NULL
16,2,6,2,16,NULL,NULL
17,2,7,2,17,NULL,NULL
18,2,7,2,18,NULL,NULL
19,2,7,2,19,NULL,NULL
20,2,7,2,20,NULL,NULL
21,2,7,2,21,NULL,NULL
22,2,8,2,22,NULL,NULL
23,2,8,2,23,NULL,NULL
24,2,8,2,24,NULL,NULL
25,2,5,3,25,NULL,NULL
26,2,6,3,26,NULL,NULL
27,2,7,3,27,NULL,NULL
28,2,6,4,28,NULL,NULL
29,2,5,4,29,NULL,NULL
30,2,7,4,30,NULL,NULL
31,3,9,1,31,NULL,NULL
32,3,9,1,32,NULL,NULL
33,3,9,1,33,NULL,NULL
34,3,10,1,34,NULL,NULL
35,3,10,1,35,NULL,NULL
36,3,10,1,36,NULL,NULL
37,3,10,1,37,NULL,NULL
38,3,10,1,38,NULL,NULL
39,3,11,1,39,NULL,NULL
40,3,12,2,40,NULL,NULL
41,3,13,2,41,NULL,NULL
42,3,13,2,42,NULL,NULL
43,3,13,2,43,NULL,NULL
44,3,13,2,44,NULL,NULL
45,3,13,2,45,NULL,NULL
46,3,13,2,46,NULL,NULL
47,3,13,2,47,NULL,NULL
48,3,14,2,48,NULL,NULL
49,3,14,2,49,NULL,NULL
50,3,14,2,50,NULL,NULL
51,3,14,2,51,NULL,NULL
52,3,14,2,52,NULL,NULL
53,3,14,2,53,NULL,NULL
54,3,14,2,54,NULL,NULL
55,3,14,2,55,NULL,NULL
56,3,4,2,56,NULL,NULL
57,3,15,2,57,NULL,NULL
58,3,16,2,58,NULL,NULL
59,3,16,2,59,NULL,NULL
60,3,17,2,60,NULL,NULL
61,3,18,2,61,NULL,NULL
62,3,13,3,62,NULL,NULL
63,3,13,3,63,NULL,NULL
64,3,13,3,64,NULL,NULL
65,3,14,3,65,NULL,NULL
66,3,14,3,66,NULL,NULL
67,3,14,3,67,NULL,NULL
68,3,14,3,68,NULL,NULL
69,3,4,3,69,NULL,NULL
70,3,17,3,70,NULL,NULL
71,3,15,3,71,NULL,NULL
72,3,13,4,72,NULL,NULL
73,3,13,4,73,NULL,NULL
74,3,13,4,74,NULL,NULL
75,3,14,4,75,NULL,NULL
76,3,14,4,76,NULL,NULL
77,3,14,4,77,NULL,NULL
78,3,4,4,78,NULL,NULL
79,4,9,1,79,NULL,NULL
80,4,9,1,80,NULL,NULL
81,4,9,1,81,NULL,NULL
82,4,9,1,82,NULL,NULL
83,4,9,1,83,NULL,NULL
84,4,19,2,84,NULL,NULL
85,4,20,2,85,NULL,NULL
86,4,20,2,86,NULL,NULL
87,4,20,2,87,NULL,NULL
88,4,7,2,88,NULL,NULL
89,4,7,2,89,NULL,NULL
90,4,7,2,90,NULL,NULL
91,4,7,2,91,NULL,NULL
92,4,21,2,92,NULL,NULL
93,4,21,2,93,NULL,NULL
94,4,21,2,94,NULL,NULL
95,4,21,2,95,NULL,NULL
96,4,21,2,96,NULL,NULL
97,4,22,2,97,NULL,NULL
98,4,14,2,98,NULL,NULL
99,4,14,2,99,NULL,NULL
100,4,14,2,100,NULL,NULL
101,4,14,2,101,NULL,NULL
102,4,14,2,102,NULL,NULL
103,4,14,2,103,NULL,NULL
104,4,14,2,104,NULL,NULL
105,4,14,2,105,NULL,NULL
106,4,14,2,106,NULL,NULL
107,4,14,2,107,NULL,NULL
108,4,14,2,108,NULL,NULL
109,4,14,2,109,NULL,NULL
110,4,14,2,110,NULL,NULL
111,4,14,2,111,NULL,NULL
112,4,23,2,112,NULL,NULL
113,4,23,2,113,NULL,NULL
114,4,23,2,114,NULL,NULL
115,4,17,2,115,NULL,NULL
116,4,17,2,116,NULL,NULL
117,4,17,2,117,NULL,NULL
118,4,4,2,118,NULL,NULL
119,4,24,2,119,NULL,NULL
120,4,25,2,120,NULL,NULL
121,4,18,2,121,NULL,NULL
122,4,26,2,122,NULL,NULL
123,4,26,2,123,NULL,NULL
124,4,26,2,124,NULL,NULL
125,4,27,2,125,NULL,NULL
126,4,27,2,126,NULL,NULL
127,4,28,3,127,NULL,NULL
128,4,28,3,128,NULL,NULL
129,4,28,3,129,NULL,NULL
130,4,28,3,130,NULL,NULL
131,4,28,3,131,NULL,NULL
132,4,28,3,132,NULL,NULL
133,4,28,3,133,NULL,NULL
134,4,28,3,134,NULL,NULL
135,4,28,3,135,NULL,NULL
136,4,28,3,136,NULL,NULL
137,4,28,3,137,NULL,NULL
138,4,28,3,138,NULL,NULL
139,4,28,3,139,NULL,NULL
140,4,28,3,140,NULL,NULL
141,4,28,3,141,NULL,NULL
142,4,28,3,142,NULL,NULL
143,4,28,3,143,NULL,NULL
144,4,28,3,144,NULL,NULL
145,4,28,3,145,NULL,NULL
146,4,28,3,146,NULL,NULL
147,4,28,3,147,NULL,NULL
148,4,28,3,148,NULL,NULL
149,4,28,3,149,NULL,NULL
150,4,28,3,150,NULL,NULL
151,4,28,3,151,NULL,NULL
152,4,28,3,152,NULL,NULL
153,4,28,3,153,NULL,NULL
154,4,28,3,154,NULL,NULL
155,4,28,3,155,NULL,NULL
156,4,28,4,156,NULL,NULL
157,4,28,4,157,NULL,NULL
158,4,28,4,158,NULL,NULL
159,4,28,4,159,NULL,NULL
160,4,28,4,160,NULL,NULL
161,4,28,4,161,NULL,NULL
162,4,28,4,162,NULL,NULL
163,4,28,4,163,NULL,NULL
164,4,28,4,164,NULL,NULL
165,4,28,4,165,NULL,NULL
166,4,28,4,166,NULL,NULL
167,4,28,4,167,NULL,NULL
168,4,28,4,168,NULL,NULL
169,4,28,4,169,NULL,NULL
170,5,10,1,170,NULL,NULL
171,5,10,1,171,NULL,NULL
172,5,10,1,172,NULL,NULL
173,5,29,1,173,NULL,NULL
174,5,29,1,174,NULL,NULL
175,5,11,1,175,NULL,NULL
176,5,30,1,176,NULL,NULL
177,5,30,1,177,NULL,NULL
178,5,31,1,178,NULL,NULL
179,5,14,2,179,NULL,NULL
180,5,14,2,180,NULL,NULL
181,5,14,2,181,NULL,NULL
182,5,14,2,182,NULL,NULL
183,5,14,2,183,NULL,NULL
184,5,13,2,184,NULL,NULL
185,5,13,2,185,NULL,NULL
186,5,13,2,186,NULL,NULL
187,5,13,2,187,NULL,NULL
188,5,13,2,188,NULL,NULL
189,5,13,2,189,NULL,NULL
190,5,13,2,190,NULL,NULL
191,5,13,2,191,NULL,NULL
192,5,13,2,192,NULL,NULL
193,5,16,2,193,NULL,NULL
194,5,16,2,194,NULL,NULL
195,5,32,2,195,NULL,NULL
196,5,32,2,196,NULL,NULL
197,5,17,2,197,NULL,NULL
198,5,17,2,198,NULL,NULL
199,5,4,2,199,NULL,NULL
200,5,4,2,200,NULL,NULL
201,5,15,2,201,NULL,NULL
202,5,15,2,202,NULL,NULL
203,5,13,3,203,NULL,NULL
204,5,13,3,204,NULL,NULL
205,5,16,3,205,NULL,NULL
206,5,15,3,206,NULL,NULL
207,5,17,3,207,NULL,NULL
208,5,17,3,208,NULL,NULL
209,5,14,3,209,NULL,NULL
210,5,13,4,210,NULL,NULL
211,5,15,4,211,NULL,NULL
212,6,13,2,212,NULL,NULL
213,6,12,2,213,NULL,NULL
214,6,16,2,214,NULL,NULL
215,6,13,2,215,NULL,NULL
216,6,13,2,216,NULL,NULL
217,6,14,2,217,NULL,NULL
218,6,14,2,218,NULL,NULL
219,6,14,2,219,NULL,NULL
220,6,13,2,220,NULL,NULL
221,7,23,2,221,NULL,NULL
222,7,23,2,222,NULL,NULL
223,7,20,2,223,NULL,NULL
224,7,20,2,224,NULL,NULL
225,7,20,2,225,NULL,NULL
