,Civil Engineering,4,26,NULL,NULL
,Computer Engineering,4,26,NULL,NULL
,Computer Information Systems,4,26,NULL,NULL
,Electrical And Electronics Engineering,4,26,NULL,NULL
,Interior Architecture,4,26,NULL,NULL
,Mathematics ,4,26,NULL,NULL
,Mechanical Engineering,4,26,NULL,NULL
,Petroleum And Natural Gas Engineering,4,26,NULL,NULL
,Physics Engineering,4,26,NULL,NULL
,Endodontics,4,64,NULL,NULL
,Oral & Maxillofacial Surgery,4,64,NULL,NULL
,Orthodontics,4,64,NULL,NULL
,Peridontology,4,64,NULL,NULL
,Prosthodontics,4,64,NULL,NULL
,Analytical Chemistry,4,49,NULL,NULL
,Biochemistry,4,49,NULL,NULL
,Clinical Pharmacy,4,49,NULL,NULL
,Pharmacognosy,4,49,NULL,NULL
,Pharmacology,4,49,NULL,NULL
,Phytotherapy,4,49,NULL,NULL
,Pharmaceutical Botany,4,49,NULL,NULL
,Toxicology,4,49,NULL,NULL
,Allergy And Immunology,4,50,NULL,NULL
,Anatomy,4,50,NULL,NULL
,Biostatistics,4,50,NULL,NULL
,Histology & Embriology,4,50,NULL,NULL
,Medical Biochemistry,4,50,NULL,NULL
,Medical Microbiology and Clinical Microbiology,4,50,NULL,NULL
,Medical Biology And Genetics,4,50,NULL,NULL
,Molecular Medicine,4,50,NULL,NULL
,Health Institutions Administration,4,51,NULL,NULL
,Nutrition And Dietetics,4,51,NULL,NULL
,Physiotherapy And Rehabilitation,4,51,NULL,NULL
,Child Health And Pediatric Nursing,4,52,NULL,NULL
,Fundamentals Of Nursing And Nursing Administration,4,52,NULL,NULL
,Internal Medicine Nursing,4,52,NULL,NULL
,Mental Health And Psychiatric Nursing,4,52,NULL,NULL
,Nursing,4,52,NULL,NULL
,Obstetric And Gynecology Nursing,4,52,NULL,NULL
,Gurgical Nursing,4,52,NULL,NULL
,Obstetric And Gynecology,4,53,NULL,NULL
,Zootechnique,4,53,NULL,NULL
,Physical Education & Sports,4,55,NULL,NULL
,Arts And Design,4,54,NULL,NULL
,Banking And Finance,4,54,NULL,NULL
,Business Administration ,4,54,NULL,NULL
,Clinical Psychology,4,54,NULL,NULL
,Economics,4,54,NULL,NULL
,General Psychology,4,54,NULL,NULL
,Innovation and Knowledge Management,4,54,NULL,NULL
,Media And Communication Studies,4,54,NULL,NULL
,Private Law,4,54,NULL,NULL
,Political Sciences And International Relations,4,54,NULL,NULL
,Public Law,4,54,NULL,NULL
,Banking And Finance,4,56,NULL,NULL
,Economics,4,56,NULL,NULL
,International Relations,4,56,NULL,NULL
,Elderly Care,1,10,NULL,NULL
,Cookery,1,57,NULL,NULL
,Civil Aviation Cabin Services,1,30,NULL,NULL
,Civil Air Transportation Management,1,30,NULL,NULL
,Maritime transportation Management,1,58,NULL,NULL
,Maritime Management And Operations,1,58,NULL,NULL
,Ship Machinery,1,58,NULL,NULL
,Applied English Translation,1,59,NULL,NULL
,Maritime Management,2,60,NULL,NULL
,Maritime Transport Management Engineering,2,60,NULL,NULL
,Marine Engineering,2,60,NULL,NULL
,Dentistry ,2,25,NULL,NULL
,Psychological Counselling and Guidance*,2,15,NULL,NULL
,Turkish Language Teaching*,2,15,NULL,NULL
,Social Education teaching*,2,15,NULL,NULL
,English Language Teaching,2,15,NULL,NULL
,Psychology,2,20,NULL,NULL
,Aeronautical Engineering,2,61,NULL,NULL
,Pilotage-professional Pilot training,2,61,NULL,NULL
,Aviation Management,2,61,NULL,NULL
,Law,2,4,NULL,NULL
,International Business Administration,2,21,NULL,NULL
,International Relations,2,21,NULL,NULL
,Banking And Finance,2,21,NULL,NULL
,Logistics Management,2,21,NULL,NULL
,Tourism Management,2,21,NULL,NULL
,Architecture*,2,23,NULL,NULL
,Interior Architecture*,2,23,NULL,NULL
,Mechanical Engineering,2,14,NULL,NULL
,Computer Engineering,2,14,NULL,NULL
,Electrical And Electronic engineerig,2,14,NULL,NULL
,Civil Engineering,2,14,NULL,NULL
,Software Engineering,2,14,NULL,NULL
,Pharmacy,2,18,NULL,NULL
,Physiotherapy and Rehabilitation,2,17,NULL,NULL
,Nursing,2,17,NULL,NULL
,Nutrition And Dietics,2,17,NULL,NULL
,Medicine,2,24,NULL,NULL
,Gastronomy and Cullinary Arts,2,63,NULL,NULL
,Maritime Transportation and Management Engineering,3,26,NULL,NULL
,Big Data Analysis,3,26,NULL,NULL
,Business Administration,3,54,NULL,NULL
,Aviation Management,3,54,NULL,NULL
,Banking And Finance,3,54,NULL,NULL
,International Relations,3,54,NULL,NULL
,Clinical Embrology,3,17,NULL,NULL
,Maritime Transportation and Management Engineering,4,26,NULL,NULL
,Immunology-Allergy,4,17,NULL,NULL
,International Relations,2,38,NULL,NULL
,Political science and Public Administration,2,38,NULL,NULL
,Business Administration,2,38,NULL,NULL
,International Hospitality and tourism ,2,38,NULL,NULL
,Management Information Systems,2,38,NULL,NULL
,Psychology,2,38,NULL,NULL
,International Law,2,4,NULL,NULL
,Plastic Arts,2,5,NULL,NULL
,Architecture,2,14,NULL,NULL
,Software Engineering,2,14,NULL,NULL
,Civil engineering,2,14,NULL,NULL
,Nursing,2,17,NULL,NULL
,Politcal Science and International Relations,3,28,NULL,NULL
,Business Administration ,3,28,NULL,NULL
,International Hospitality And Tourism Management ,3,28,NULL,NULL
,International Relations,4,28,NULL,NULL
,Public Administration,4,28,NULL,NULL
