1,American University Of Cyprus,1,NULL,NULL
2,ARUCAD,1,NULL,NULL
3,BAU Cyprus,1,NULL,NULL
4,Cyprus International University,1,NULL,NULL
5,Cyprus Science University,1,NULL,NULL
6,Cyprus West University,1,NULL,NULL
7,Eastern Mediterranean University,1,NULL,NULL
8,European Leadership University,1,NULL,NULL
9,Near East University,1,NULL,NULL
10,University Of Kyrenia,1,NULL,NULL
11,World Peace University,1,NULL,NULL
